"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)","1,321","30.4"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (RACE = MULTI-RACE)","223","24.4"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (RACE = NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER)","15","(H)"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (RACE = NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER, ALONE OR COMBINED WITH OTHER RACES)","26","(H)"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (RACE = WHITE)","37,499","2.9"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)","37,631","2.9"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL, AGE","PRODUCERS, PRINCIPAL, AGE: (LESS THAN 36 YEARS)","2,790","20.4"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL, ON ANY OPERATION","PRODUCERS, PRINCIPAL, ON ANY OPERATION: (LESS THAN 11 YEARS)","9,689","12.3"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","26,831","3.8"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","10,482","3.6"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","2,139","12.1"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","39,452","3.3"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))","455","8.1"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $))","1,887","7.8"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))","1,249","8.5"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))","17","2.7"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $))","35,844","4.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","620","4.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","3,652","15.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","18,201","9.6"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","3,577","7.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","2,007","6.9"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","1,344","8.2"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","273","7.9"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","857","8.2"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","2,166","7.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","5,003","7.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","1,161","12.4"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","4,702","6.9"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","6,246","8.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","2,158","43.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","5,165","8.4"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","1,455","9.4"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","6,046","10.9"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","2,558","7.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","1,120","15.6"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","6,087","9.3"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","1,657","8.7"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","1,082","(H)"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","9,989","13.3"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","5,104","9.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","2,141","43.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","4,936","9.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","1,430","9.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","5,428","12.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","2,463","8.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","1,089","16.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","5,765","10.3"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","1,603","8.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","1,078","(H)"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","12,526","11.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","4,872","8.3"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","1,778","7.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","1,222","15.6"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","2,321","26.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","10,479","8.9"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","856","6.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11192)","401","16.4"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","9,222","9.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","12,884","8.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","8","29.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","168","11.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","707","22.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","2,853","18.4"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","1,820","14.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","4,451","12.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (1 OPERATORS)","27,832","7.9"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (2 OR MORE OPERATORS)","15,731","9.4"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (ETHNICITY = HISPANIC)","566","25.0"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)","778","13.6"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (RACE = ASIAN, ALONE OR COMBINED WITH OTHER RACES)","197","58.2"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)","1,488","11.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (RACE = NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER, ALONE OR COMBINED WITH OTHER RACES)","5","53.7"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS","OPERATORS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)","41,626","8.3"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (ETHNICITY = HISPANIC)","443","29.7"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","5,564","11.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING))","23,089","9.6"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 25 TO 34)","1,025","19.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 35 TO 44)","2,700","12.2"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 45 TO 54)","5,525","12.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 55 TO 64)","7,396","8.2"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE GE 65)","6,348","7.1"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIZATION, TAX PURPOSES, FAMILY & INDIVIDUAL - NUMBER OF OPERATIONS","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE LT 25)","95","17.3"
